,Lon,Lat,NO_Med,NO2_Med,BC_Med,NO_Mean,NO2_Mean,BC_Mean,Speed_Med,Unique_Days,Unique_1Hz,AdjFac_NO,AdjFac_NO2,AdjFac_BC,Road_Type,Index_Hwy,Index_Domain,NO_SE,NO2_SE,BC_SE,h3id_7,h3id_8,h3id_9,h3id_10,h3id_11
10,-122.3051607,37.80805699,64.40000013,50.6780014,3.071272693,88.36463566,51.86567386,4.210440278,13.85913229,79,147,1.037037037,1.113207547,1.047619048,2,0,1,10.277527800000001,2.634913637,0.2405130296,872830811ffffff,8828308119fffff,89283081187ffff,8a2830811867fff,8b2830811865fff
11,-122.3051154,37.80707059,119.4473705,45.70318333,2.631453037,151.9773971,48.23171892,3.4199739,15.56708717,23,77,1.0,1.135338346,1.0,1,0,1,26.25599348,2.521686045,0.4473426818,872830811ffffff,8828308119fffff,89283081197ffff,8a283081194ffff,8b2830811948fff
12,-122.3050304,37.80680879,140.7804907,45.72200277,2.8190910469999997,164.6968439,49.49080878,4.1256380130000005,17.94896507,23,62,1.0,1.135338346,1.0,1,0,1,24.81010656,2.0228357,0.5828028845000001,872830811ffffff,8828308119fffff,89283081197ffff,8a283081194ffff,8b283081194efff
13,-122.30496229999999,37.80802018,61.33950433,44.40817708,2.067763293,79.55813590000001,48.02018932,3.463163282,1.954888701,94,354,1.0,1.095409232,1.1165158370000001,1,1,1,6.913324427999999,1.092831718,0.09167573621,872830811ffffff,8828308119fffff,89283081187ffff,8a2830811867fff,8b2830811860fff
14,-122.3049263,37.80655139,111.9024372,46.12612931,2.5251560730000002,142.3690761,50.48501103,4.36885743,19.00614834,23,67,1.0,1.15037594,1.0,1,0,1,16.43488006,2.653384488,0.3315701539,872830811ffffff,8828308119fffff,89283081197ffff,8a283081194ffff,8b2830811941fff
15,-122.30492009999999,37.808681400000005,38.60493782,25.17426768,1.4986478980000002,57.56926833,29.60302972,1.803858653,27.49190903,47,61,0.71875,0.9452054795,0.8307692308,1,1,1,4.760103835,2.438134019,0.2357394612,872830811ffffff,8828308119fffff,89283081187ffff,8a2830811867fff,8b2830811863fff
16,-122.30491570000001,37.80895164,40.28888055,25.09040655,1.1924609659999998,58.80472512,29.89945871,1.4100974919999998,27.03919792,45,57,0.7068965517,0.9452054795,0.8294471154,1,1,1,5.560388737,2.602641967,0.1648515656,872830811ffffff,8828308119fffff,89283081187ffff,8a2830811847fff,8b2830811845fff
17,-122.3049125,37.80841111,46.14285965,25.74538129,1.533500118,68.21302979,30.87626628,1.891303559,26.47588062,45,54,0.7352941176000001,0.9452054795,0.8429695518000001,1,1,1,5.516165339,3.2467141880000003,0.1711310895,872830811ffffff,8828308119fffff,89283081187ffff,8a2830811867fff,8b2830811860fff
18,-122.30489840000001,37.80817139,42.50000045,25.21530676,1.690259444,67.72791112,31.42832643,2.117130136,26.11834145,38,42,0.7539193729000001,1.0,0.8378378378,1,1,1,6.619639909,3.185761691,0.2661330782,872830811ffffff,8828308119fffff,89283081187ffff,8a2830811867fff,8b2830811860fff
19,-122.3048952,37.80922147,34.59375104,24.15283514,1.7228131309999999,59.88054995,28.21906251,2.0033528169999997,27.623091700000003,46,56,0.7352941176000001,1.0,0.8294471154,1,1,1,4.828022439,1.9264190730000001,0.22936117329999997,872830811ffffff,8828308119fffff,89283081187ffff,8a2830811847fff,8b2830811845fff
20,-122.30489240000001,37.80780278,55.20000011,50.11070503,2.9322727439999996,69.76107688,48.302954299999996,4.4506905869999995,0.3421055228,67,409,1.086206897,1.11682243,1.192771084,1,1,1,1.887145471,1.1487735270000001,0.15596727929999998,872830811ffffff,8828308119fffff,89283081187ffff,8a2830811867fff,8b2830811864fff
21,-122.30487269999999,37.80790178,50.62500131,42.64564843,2.006515612,69.98725149,44.58987636,7.3501313989999995,7.402854919,57,202,1.0,1.142857143,1.071428571,1,1,1,3.957377365,1.604566,0.1187657257,872830811ffffff,8828308119fffff,89283081187ffff,8a2830811867fff,8b2830811864fff
22,-122.30486280000001,37.80949063,35.12444454,24.68361137,1.417674904,51.21183745,28.53411569,1.738541686,27.08292484,47,58,0.7235725309000001,0.9456317854,0.8343035343,1,1,1,2.525444624,2.494740717,0.3075892846,872830811ffffff,8828308119fffff,89283081187ffff,8a2830811847fff,8b2830811841fff
23,-122.3048338,37.80763318,53.8088522,37.65951339,2.137566969,68.52577468,40.13636141,2.132828974,25.82253647,28,36,0.89375,1.0,1.0,1,1,1,9.869879787,6.744249368999999,0.37116713450000005,872830811ffffff,8828308119fffff,89283081197ffff,8a2830811867fff,8b2830811864fff
24,-122.30482909999999,37.80799474,46.87500186,46.92456035,1.9395010469999998,70.3311559,46.2343672,3.3206631210000004,10.1757102,80,220,1.0,1.071070234,1.0,2,1,1,4.9796032519999995,3.8005945860000003,0.153812541,872830811ffffff,8828308119fffff,89283081187ffff,8a2830811867fff,8b2830811860fff
