h3id_9,no_med,no2_med,bc_med,city,general_counta,node_counta,info_counta,highway_counta,natural_counta,place_counta,parking_counta,addr_street_counta,addr_housenumber_counta,amenity_counta,school_counta,restaurant_counta,place_of_worship_counta,shop_counta,name,parking,crossing
89283098113ffff,3.563492163,6.9647578185,0.2423552067,2,94,9,47,4,0,0,0,0,0,4,1,0,0,0,8,0,0
89283098187ffff,8.773923322,8.571375045,0.4602744586,2,80,14,43,6,0,0,0,0,0,1,0,1,0,0,6,0,0
892830981cfffff,21.58186869,18.431332585,0.7114322297,2,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
892830983b7ffff,9.499999695,11.63369507,0.5785499434,2,24,5,8,4,0,0,0,0,0,0,0,0,0,0,0,0,8
892830983c3ffff,2.000000095,5.7355513975,0.22877037899999997,2,322,55,40,47,0,0,0,0,0,0,0,0,0,0,4,0,46
89283099d47ffff,1.953488465,6.367757741,0.25846448665,2,124,17,33,17,0,0,0,0,0,0,0,0,0,0,2,0,16
89283099d57ffff,1.14821432415,5.36074996,0.19966525365,2,38,7,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0
89283081093ffff,7.080460106,14.55200005,0.5053434074,1,774,98,256,42,0,1,2,16,19,30,0,12,0,10,47,2,64
89283081147ffff,6.6496215,14.99299728,0.46072475145,1,16,8,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0
89283098037ffff,4.434444481,9.2268770025,0.38944748185,2,40,5,37,2,0,0,0,0,0,0,0,0,0,0,2,0,0
8928309814bffff,8.300883231,10.648750445000001,0.48021826985,2,120,17,47,4,0,0,0,0,0,0,0,0,0,0,5,0,0
89283098357ffff,3.3793104489999997,7.732515581,0.25396534940000004,2,68,7,30,5,0,0,0,0,0,0,0,0,0,0,3,0,0
8928309835bffff,1.714285796,6.329783982,0.22389908239999998,2,74,6,34,3,0,0,0,0,0,1,0,1,0,0,6,0,0
8928309839bffff,4.0663508625,6.1603355995,0.3936422543,2,118,19,34,12,0,0,0,0,0,0,0,0,0,0,2,0,12
89283098e57ffff,4.800000228,8.657695936,0.3428267847,2,262,47,38,42,0,0,0,0,0,0,0,0,0,0,1,0,54
89283099c37ffff,1.600000076,6.711265781,0.2032987937,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
89283099ca7ffff,1.2833333945,5.9732375385,0.29203211524999995,2,40,2,23,2,0,0,0,0,0,0,0,0,0,0,2,0,0
89283099d5bffff,3.0000000260000004,8.082269542,0.31531970859999997,2,204,24,43,22,0,0,0,0,0,0,0,0,0,0,5,0,2
8928308108fffff,6.857142562000001,14.84751934,0.4422101001,1,698,110,222,45,4,1,2,13,17,42,0,19,0,8,46,2,59
89283081313ffff,13.964285775,17.390973305,0.5981081998,1,140,26,51,19,0,0,0,0,0,2,0,0,2,0,4,0,20
8928308146bffff,22.30769181,22.01196981,0.6338823083,1,178,32,76,23,0,0,0,2,3,4,0,1,0,3,8,0,32
8928308146fffff,23.39999948,23.66614662,0.9173872952,1,188,46,40,42,0,0,0,0,0,2,0,0,0,0,3,0,66
89283081ed3ffff,9.260869585,11.1994848,0.4987511671,1,90,28,38,12,0,0,0,0,0,4,0,0,0,2,3,0,4
8928309802fffff,8.253787777,9.904488142000002,0.4586024798,2,62,11,33,2,0,0,0,0,0,0,0,0,0,0,3,0,0
89283098337ffff,3.428571458,6.360789075,0.3287790719,2,44,4,25,2,0,0,0,0,0,0,0,0,0,0,2,0,0
89283098e4bffff,2.222222328,5.750918921,0.1130006055,2,50,7,25,2,0,0,0,0,0,0,0,0,0,0,2,0,0
89283099cafffff,2.168674718,9.010077749,0.3035066265,2,94,9,31,9,0,0,0,0,0,0,0,0,0,0,4,0,4
89283099d9bffff,4.00000019,9.148784732000001,0.2786103722,2,180,13,67,11,0,0,0,0,0,1,1,0,1,0,8,0,8
89283099dd3ffff,3.103448303,9.815206922,0.368056914,2,90,5,45,3,0,0,0,0,0,1,2,0,0,0,4,0,0
892830810b3ffff,18.96774168,22.04494866,0.79540149,1,228,51,37,48,0,0,0,0,0,3,0,2,0,0,6,0,64
892830810c7ffff,9.608127957,15.586747729999999,0.43968854334999996,1,716,131,230,58,0,0,2,8,10,31,1,19,1,26,76,2,81
892830810cbffff,8.873239514,16.47427985,0.4917609865,1,180,37,86,15,0,1,0,4,4,11,0,1,0,3,10,0,22
892830810d7ffff,10.80935526,15.72370915,0.47771049315,1,634,115,181,61,0,1,0,2,2,18,3,9,2,31,58,0,81
89283081237ffff,38.222221864999995,23.555026225,1.2743542475,1,248,41,71,33,0,1,0,0,0,3,0,0,0,0,9,0,26
8928308130bffff,6.496153903,14.204146765,0.37232377805,1,74,18,30,13,0,0,0,0,0,0,0,0,0,0,2,0,2
8928309814fffff,2.500000119,6.2280912545,0.36943672674999994,2,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89283098227ffff,2.422084738,7.372702843,0.25007421550000003,2,50,5,43,1,0,0,0,0,0,1,0,0,1,1,5,0,0
8928309838fffff,4.00000019,7.101010208,0.36400045670000003,2,60,12,25,2,0,0,0,0,0,0,0,0,0,0,2,0,0
892830983a3ffff,4.00000019,8.02943659,0.31251291005,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89283098e43ffff,8.00000007,9.640178838999999,0.3370116663,2,166,20,48,16,0,0,0,0,0,1,0,0,0,0,6,0,14
89283098e4fffff,11.83333358,9.667669311000001,0.3576757753,2,64,18,12,7,0,0,0,0,0,0,0,0,0,0,0,0,4
89283099ddbffff,2.01492543,7.0495506,0.33347176065,2,44,4,23,4,0,0,0,0,0,0,0,0,0,0,2,0,0
89283081057ffff,8.024999735,14.84620667,0.4849282483,1,590,98,193,45,0,0,0,8,9,42,0,11,0,6,47,0,59
892830811dbffff,5.5677215345,12.77956958,0.4232206495,1,194,25,62,20,0,0,0,3,3,2,0,0,2,1,9,0,24
892830812bbffff,6.9371851745,13.50853469,0.3675770143,1,140,19,50,5,0,1,0,9,9,0,0,0,0,0,3,0,6
892830813a7ffff,9.574887251,17.160273775,0.45861863535,1,58,9,30,6,0,0,0,0,0,0,0,0,0,0,3,0,0
892830813c3ffff,14.286736170000001,18.658755714999998,0.6666528765999999,1,142,12,66,7,0,0,0,2,2,1,0,1,0,3,8,0,0
8928308152bffff,63.07302242,37.60003167,2.020571764,1,50,21,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0
89283098177ffff,31.33219192,23.62350082,1.106134763,2,12,4,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0
89283098367ffff,1.5000000130000002,7.70301191,0.2086797709,2,218,41,15,36,0,0,0,0,0,0,0,0,0,0,0,0,36
892830983cbffff,1.909091,6.849697997000001,0.1295821965,2,168,22,39,20,0,0,0,0,0,0,0,0,0,0,4,0,16
89283098e8bffff,14.52991433,14.76965073,0.728818655,2,40,8,28,3,0,0,0,0,0,0,0,0,0,0,2,0,0
892830810a3ffff,8.272727527999999,13.76537958,0.4885670344,1,162,27,44,20,0,0,0,0,0,3,0,0,0,3,10,0,24
8928308111bffff,5.1071430125,12.635304335,0.40792425295,1,12,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0
892830813d7ffff,7.7782555460000005,16.08442437,0.49361900439999995,1,130,16,56,6,0,0,0,0,1,2,0,1,1,0,6,0,0
89283098163ffff,9.1463835535,11.71574998,0.42140633810000006,2,12,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,4
89283098223ffff,2.320320431,6.236475037999999,0.22994419929999999,2,94,7,38,4,0,0,0,0,0,2,0,1,0,0,7,0,0
89283098343ffff,6.26865691,8.738417042,0.27183495879999997,2,182,12,60,10,0,0,0,0,0,0,0,0,0,0,9,0,0
89283098363ffff,3.1296102645,8.3382449355,0.25471862484999996,2,192,28,35,26,0,0,0,0,0,0,0,0,0,0,2,0,36
89283099c97ffff,1.9740770775,7.3800000525,0.2900844541,2,38,6,27,5,0,0,0,0,0,0,0,0,0,0,1,0,0
89283081083ffff,25.07923216,25.02523189,0.852058367,1,284,51,104,36,0,0,0,5,5,4,0,2,0,3,12,0,47
8928308152fffff,73.91999682,40.50813344,2.570939064,1,66,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8928308156fffff,9.084754864,14.119136885,0.4788173037,1,302,45,91,31,0,0,0,0,0,4,0,0,0,2,13,0,38
892830981cbffff,4.00000019,9.357422511000001,0.3512630182,2,10,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
8928309832bffff,2.666666793,7.230930206,0.2018618396,2,24,4,20,0,0,0,0,0,0,1,0,0,1,0,1,0,0
89283098383ffff,4.614637134500001,6.5523539775,0.4059106925,2,10,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89283099d73ffff,6.000000052000001,8.5995127485,0.32050921055000003,2,228,22,66,20,0,0,0,0,0,1,0,0,1,0,7,0,14
89283099dc7ffff,2.460149461,9.000121632,0.31081525395,2,208,26,44,23,0,0,0,0,0,0,0,0,0,0,4,0,20
89283081023ffff,4.709091042,12.94611485,0.38230682304999997,1,60,8,29,6,0,0,0,0,0,0,0,0,0,0,2,0,8
892830810bbffff,11.842105,17.63070056,0.6187976971,1,120,35,20,26,0,0,0,0,0,2,0,2,0,1,3,0,44
89283081113ffff,6.116720383500001,12.923924965,0.43193355224999996,1,96,12,29,10,0,0,0,0,0,0,0,0,0,0,3,0,14
89283081307ffff,8.006521591,16.27345395,0.4238199314,1,218,27,80,17,0,0,0,4,4,5,0,1,0,1,11,0,20
89283081477ffff,4.9766948155,16.055908289999998,0.5564159179499999,1,8,3,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0
89283098153ffff,4.755639028000001,8.3267498015,0.44195581414999996,2,62,4,25,4,0,0,0,0,0,0,0,0,0,0,3,0,0
892830981dbffff,81.90032011,41.61332296,1.957823459,2,8,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
8928309830fffff,2.727272751,7.1824106175,0.17654953429999998,2,334,47,77,39,0,1,0,0,0,2,0,0,2,0,5,0,46
8928309834fffff,2.909091047,6.0251976225,0.355377449,2,72,8,30,7,0,0,0,0,0,0,0,0,0,0,3,0,0
892830983c7ffff,1.909091,6.15899992,0.2425117966,2,222,33,51,27,0,0,0,0,0,2,1,0,1,0,3,0,36
8928309856bffff,5.333333587,6.233333179,0.40766284939999997,2,58,18,9,8,0,0,0,0,0,0,0,0,0,0,0,0,16
89283098ec3ffff,6.5600003120000006,10.3538785,0.4717497479,2,142,19,38,16,0,0,0,0,0,0,0,0,0,0,4,0,20
89283099c23ffff,3.218421143,9.700556369,0.5000754352000001,2,56,6,23,6,0,0,0,0,0,0,0,0,0,0,2,0,8
89283099d4bffff,34.11290458,24.3765456,0.7428660148,2,36,11,10,6,0,0,0,0,0,0,0,0,0,0,0,0,10
89283099d7bffff,13.065035139999999,10.72917135,0.35715997075000006,2,140,27,18,25,0,0,0,0,0,0,0,0,0,0,0,0,24
