h3id_9,max_counta,avg_congested_prop,max_length,max_avg_speed,min_avg_speed,avg_speed,max_median_level,min_median_level,median_level,bool_highway,usual_road_type
89283099d17ffff,1,410.8392857142857,879,5.941666666666666,0.9083333333333333,2.716468253968254,4,2,3,0,6
89283099d73ffff,2,315.7408536585366,1090,4.697222222222222,1.3472222222222223,2.312144308943089,4,2,3,0,6
89283099dcfffff,1,642.0,897,4.058333333333334,2.761111111111111,3.405092592592593,1,1,1,0,1
89283099c93ffff,1,232.33333333333334,271,1.5472222222222223,0.8861111111111111,1.325925925925926,4,3,4,0,4
892830810dbffff,8,37.19113573407202,1281,5.955555555555556,0.0,1.060000192366882,5,2,5,0,6
89283098397ffff,1,397.0,1682,6.7,0.8194444444444444,2.2959477124183003,4,2,4,0,7
892830812b3ffff,1,445.99107142857144,761,4.330555555555556,1.086111111111111,2.3642609126984127,4,2,3,0,6
89283081307ffff,2,235.01342281879195,1028,5.816666666666666,0.16111111111111112,2.7556208053691273,4,1,3,0,7
89283081563ffff,2,59.435902555910545,7333,14.769444444444444,0.0,0.059675075434859774,5,2,5,1,1
89283099d4bffff,1,6559.913580246914,13049,17.072222222222223,1.7194444444444446,7.693689986282578,4,1,3,1,3
892830983c7ffff,1,400.7916666666667,727,3.691666666666667,0.7972222222222223,2.2496527777777775,4,2,3,0,2
89283098ec3ffff,1,878.0,878,4.127777777777778,4.127777777777778,4.127777777777778,2,2,2,0,2
892830980a7ffff,2,4997.444196428572,13977,19.18611111111111,5.0,8.873631262400792,4,1,3,1,3
89283098373ffff,1,419.72222222222223,808,4.955555555555556,0.2972222222222222,2.3703703703703702,4,2,4,0,2
89283098ecbffff,1,495.4230769230769,756,5.319444444444445,1.3527777777777779,2.7989316239316233,3,1,2,0,2
89283081097ffff,4,57.6820987654321,1152,6.191666666666666,0.0,0.8694787379972563,5,2,5,0,7
89283081113ffff,1,292.29411764705884,717,3.45,1.1444444444444444,1.8624183006535948,4,2,3,0,2
89283099c07ffff,1,7854.473684210527,14711,11.266666666666667,4.361111111111111,8.927631578947368,4,2,3,1,3
8928308117bffff,1,365.40909090909093,1587,11.9,0.0,1.0283775252525251,5,2,5,0,7
8928308118bffff,1,271.75,401,2.952777777777778,1.5555555555555556,2.009027777777778,3,2,3,0,1
89283081017ffff,4,93.79656040268456,1172,4.252777777777778,0.0,1.909235955754412,5,1,3,0,7
89283098173ffff,1,400.60377358490564,979,5.75,0.775,2.2197589098532498,4,2,4,0,2
8928308108fffff,2,228.8854748603352,939,4.277777777777778,0.8416666666666667,2.4432081522863642,4,1,2,0,2
8928309822bffff,1,8036.590909090909,16468,17.07777777777778,1.1,6.928535353535353,4,1,3,1,3
892830812b7ffff,7,70.69598470363289,1734,6.447222222222222,0.0,2.292696541119103,5,2,3,0,7
89283081313ffff,2,369.9871134020619,1480,12.077777777777778,0.9416666666666667,4.520341733486063,4,2,3,1,3
89283099c2fffff,1,3986.9127906976746,13783,17.8,1.425,5.745090439276485,4,1,3,1,3
89283099c8fffff,2,1818.0316666666668,15454,19.075,0.7694444444444445,4.146898148148148,4,1,3,1,4
8928308156bffff,2,276.9933774834437,6929,10.472222222222221,0.0,2.962936902133922,5,1,3,1,7
