h3id_9,BC,BC_diff,NO,NO_diff,NO$_2$,NO$_2$_diff
89283081047ffff,0.55016065,0.0023875556885986082,11.774192,2.053853691384276,17.392784,-0.1465911013476564
89283098e13ffff,0.5027452,-0.021397053375579844,8.964344,-3.510576740341797,11.687822,-0.9102123230810548
892830813c7ffff,0.51517105,-0.005395983074609312,10.2829275,-2.001933546877442,16.925203,-0.6695563766357431
8928308156fffff,0.47340038,-0.00541691951230161,8.145106,-0.9396485483872077,13.990926,-0.1282110961206051
89283099d17ffff,0.33179504,-0.059956333607244894,6.5528746,-3.554268154875489,8.844437,-1.1547790974921863
89283099d73ffff,0.31460667,-0.005902543985058628,5.2581997,-0.7418003602275398,8.953323,0.35381061575781203
89283098383ffff,0.36808214,-0.03782855658424378,4.8654547,0.2508175392670893,6.4923906,-0.05996334487060562
89283099897ffff,0.6965041,-0.007813993691650367,32.69807,3.889736786123045,23.362911,-0.19622727063476475
89283098147ffff,0.37607044,0.024786586715521197,5.921652,1.9216516502099612,8.731744,1.5536774505610351
89283099c93ffff,0.64558935,-0.008222267145947315,19.922096,-6.117377607558595,17.573694,-2.8897348108740246
89283099dcfffff,0.18730503,0.01664003460693969,3.2702992,3.270299196243286,5.661133,1.5466327665000001
8928308102fffff,0.43794256,-0.007945070912542707,5.460409,0.3678166854287106,12.735374,-1.300625799316407
89283081147ffff,0.47365218,0.012927432559551977,5.621689,-1.0279326572265628,13.553698,-1.4392996939404306
8928309835bffff,0.26082897,0.036929889462792964,5.224274,3.5099883624777832,9.014186,2.6844019234565426
89283099d5bffff,0.36262065,0.04730094312195432,5.691396,2.6913962104196774,8.718271,0.6360017134931635
8928308101bffff,0.47573656,-9.17448626525652e-05,11.4482765,1.8608904827753907,17.454496,-0.07459157633300606
892830810b3ffff,0.81049,0.015088522168884233,19.06217,0.09442834868652383,21.982813,-0.062135778530272745
892830810d7ffff,0.4844999,0.006789408383126805,11.599408,0.790052889719238,16.321617,0.5979079764648425
89283098363ffff,0.29010195,0.03538332055023807,4.785256,1.6556456444660643,8.518045,0.1798004899150385
89283081237ffff,1.1706853,-0.10366895620971683,21.262575,-16.95964671546386,18.456724,-5.098302058129882
892830813cfffff,0.28939018,0.025467954134652693,12.890035,0.9900343055981438,16.298046,0.07712686206054542
892830983afffff,0.26542425,0.018156963606396487,3.6753483,0.4753481298603517,6.3572564,1.6972753970061039
